AREA,AREA NAME,Crm Cd,Crm Cd Desc,DATE OCC,Part 1-2,DR_NO
18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,768
20,Olympic,850,INDECENT EXPOSURE,2022,2,13
02,Rampart,220,ATTEMPTED ROBBERY,2021,1,81
19,Mission,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2021,2,1
05,Harbor,888,TRESPASSING,2021,2,119
17,Devonshire,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2020,2,43
06,Hollywood,946,OTHER MISCELLANEOUS CRIME,2021,2,94
18,Southeast,805,PIMPING,2020,2,3
20,Olympic,435,LYNCHING,2020,2,1
05,Harbor,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2021,2,1
03,Southwest,666,"BUNCO, ATTEMPT",2021,2,5
02,Rampart,940,EXTORTION,2021,2,8
21,Topanga,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2020,1,1
10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,259
19,Mission,624,BATTERY - SIMPLE ASSAULT,2021,2,504
18,Southeast,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2021,2,2
08,West LA,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2022,2,3
14,Pacific,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2022,1,8
06,Hollywood,110,CRIMINAL HOMICIDE,2021,1,9
03,Southwest,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2021,1,68
16,Foothill,649,DOCUMENT FORGERY / STOLEN FELONY,2020,2,21
05,Harbor,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2022,1,9
18,Southeast,850,INDECENT EXPOSURE,2020,2,6
18,Southeast,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2022,1,23
05,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,634
08,West LA,922,CHILD STEALING,2021,2,1
07,Wilshire,345,DISHONEST EMPLOYEE - GRAND THEFT,2020,1,1
04,Hollenbeck,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2022,1,52
05,Harbor,320,"BURGLARY, ATTEMPTED",2021,1,35
03,Southwest,351,PURSE SNATCHING,2020,1,4
21,Topanga,352,PICKPOCKET,2022,1,13
03,Southwest,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2022,1,51
11,Northeast,660,COUNTERFEIT,2020,2,1
09,Van Nuys,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,1
12,77th Street,320,"BURGLARY, ATTEMPTED",2020,1,37
18,Southeast,920,KIDNAPPING - GRAND ATTEMPT,2020,2,3
03,Southwest,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,11
19,Mission,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2022,1,412
05,Harbor,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",2021,1,1
11,Northeast,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,75
14,Pacific,436,LYNCHING - ATTEMPTED,2020,2,2
06,Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,516
10,West Valley,932,PEEPING TOM,2022,2,7
11,Northeast,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2022,2,2
18,Southeast,932,PEEPING TOM,2020,2,1
17,Devonshire,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,28
08,West LA,920,KIDNAPPING - GRAND ATTEMPT,2020,2,1
09,Van Nuys,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2021,1,4
15,N Hollywood,928,THREATENING PHONE CALLS/LETTERS,2022,2,6
18,Southeast,920,KIDNAPPING - GRAND ATTEMPT,2021,2,3
12,77th Street,910,KIDNAPPING,2022,2,23
18,Southeast,932,PEEPING TOM,2022,2,3
18,Southeast,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2020,1,331
12,77th Street,510,VEHICLE - STOLEN,2021,1,"1,772"
08,West LA,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,159
20,Olympic,660,COUNTERFEIT,2022,2,2
20,Olympic,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2021,2,5
05,Harbor,352,PICKPOCKET,2022,1,5
18,Southeast,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2022,1,11
11,Northeast,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2022,2,59
03,Southwest,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2022,2,4
09,Van Nuys,900,VIOLATION OF COURT ORDER,2022,2,70
09,Van Nuys,664,"BUNCO, PETTY THEFT",2021,2,32
10,West Valley,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",2020,1,1
09,Van Nuys,320,"BURGLARY, ATTEMPTED",2020,1,44
10,West Valley,860,BATTERY WITH SEXUAL CONTACT,2021,2,49
09,Van Nuys,439,FALSE POLICE REPORT,2020,2,2
16,Foothill,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2022,2,160
10,West Valley,648,ARSON,2021,1,12
12,77th Street,865,"DRUGS, TO A MINOR",2020,2,1
13,Newton,434,FALSE IMPRISONMENT,2021,2,4
19,Mission,622,BATTERY ON A FIREFIGHTER,2021,2,2
19,Mission,664,"BUNCO, PETTY THEFT",2022,2,17
03,Southwest,910,KIDNAPPING,2021,2,10
13,Newton,762,LEWD CONDUCT,2021,2,4
12,77th Street,320,"BURGLARY, ATTEMPTED",2022,1,31
09,Van Nuys,920,KIDNAPPING - GRAND ATTEMPT,2022,2,5
16,Foothill,870,CHILD ABANDONMENT,2022,2,1
11,Northeast,940,EXTORTION,2022,2,28
08,West LA,763,STALKING,2020,2,3
16,Foothill,813,CHILD ANNOYING (17YRS & UNDER),2021,2,11
03,Southwest,888,TRESPASSING,2022,2,117
20,Olympic,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2022,2,13
16,Foothill,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,8
11,Northeast,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2020,2,3
20,Olympic,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2020,2,41
06,Hollywood,121,"RAPE, FORCIBLE",2020,1,52
06,Hollywood,480,BIKE - STOLEN,2020,1,132
09,Van Nuys,121,"RAPE, FORCIBLE",2021,1,17
13,Newton,940,EXTORTION,2020,2,13
14,Pacific,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2021,2,8
18,Southeast,350,"THEFT, PERSON",2022,1,55
18,Southeast,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,10
04,Hollenbeck,436,LYNCHING - ATTEMPTED,2021,2,1
12,77th Street,932,PEEPING TOM,2021,2,4
05,Harbor,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,12
01,Central,441,THEFT PLAIN - ATTEMPT,2021,1,8
05,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,191
16,Foothill,900,VIOLATION OF COURT ORDER,2021,2,119
09,Van Nuys,880,DISRUPT SCHOOL,2022,2,1
17,Devonshire,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,5
12,77th Street,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2022,1,278
09,Van Nuys,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2020,2,1
16,Foothill,237,CHILD NEGLECT (SEE 300 W.I.C.),2022,2,13
12,77th Street,320,"BURGLARY, ATTEMPTED",2021,1,45
09,Van Nuys,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,5
16,Foothill,664,"BUNCO, PETTY THEFT",2020,2,35
07,Wilshire,352,PICKPOCKET,2020,1,5
16,Foothill,860,BATTERY WITH SEXUAL CONTACT,2021,2,36
18,Southeast,903,CONTEMPT OF COURT,2022,2,10
17,Devonshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2022,1,311
07,Wilshire,439,FALSE POLICE REPORT,2022,2,10
16,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2021,1,409
10,West Valley,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,4
21,Topanga,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2021,2,2
06,Hollywood,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,5
17,Devonshire,860,BATTERY WITH SEXUAL CONTACT,2020,2,27
11,Northeast,439,FALSE POLICE REPORT,2021,2,1
16,Foothill,666,"BUNCO, ATTEMPT",2022,2,2
18,Southeast,352,PICKPOCKET,2021,1,1
02,Rampart,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,6
02,Rampart,888,TRESPASSING,2020,2,78
07,Wilshire,350,"THEFT, PERSON",2021,1,43
21,Topanga,900,VIOLATION OF COURT ORDER,2022,2,60
15,N Hollywood,946,OTHER MISCELLANEOUS CRIME,2021,2,78
01,Central,475,"THEFT, COIN MACHINE - ATTEMPT",2020,1,1
18,Southeast,622,BATTERY ON A FIREFIGHTER,2020,2,1
15,N Hollywood,122,"RAPE, ATTEMPTED",2020,1,2
15,N Hollywood,520,VEHICLE - ATTEMPT STOLEN,2020,1,22
02,Rampart,762,LEWD CONDUCT,2021,2,8
20,Olympic,860,BATTERY WITH SEXUAL CONTACT,2022,2,48
08,West LA,762,LEWD CONDUCT,2020,2,5
06,Hollywood,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2022,2,2
02,Rampart,210,ROBBERY,2021,1,445
15,N Hollywood,487,BOAT - STOLEN,2021,1,1
08,West LA,113,"MANSLAUGHTER, NEGLIGENT",2021,1,1
13,Newton,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2021,2,308
05,Harbor,660,COUNTERFEIT,2020,2,2
14,Pacific,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,789
09,Van Nuys,450,THEFT FROM PERSON - ATTEMPT,2020,1,1
05,Harbor,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2022,2,4
12,77th Street,648,ARSON,2021,1,68
12,77th Street,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2020,1,376
07,Wilshire,647,THROWING OBJECT AT MOVING VEHICLE,2020,2,6
18,Southeast,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2022,1,14
14,Pacific,351,PURSE SNATCHING,2020,1,2
11,Northeast,755,BOMB SCARE,2022,2,8
08,West LA,237,CHILD NEGLECT (SEE 300 W.I.C.),2020,2,7
19,Mission,625,OTHER ASSAULT,2020,2,29
02,Rampart,624,BATTERY - SIMPLE ASSAULT,2021,2,890
07,Wilshire,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,31
14,Pacific,622,BATTERY ON A FIREFIGHTER,2020,2,2
06,Hollywood,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2021,1,3
07,Wilshire,624,BATTERY - SIMPLE ASSAULT,2021,2,673
01,Central,330,BURGLARY FROM VEHICLE,2020,1,"1,191"
20,Olympic,351,PURSE SNATCHING,2022,1,1
12,77th Street,753,DISCHARGE FIREARMS/SHOTS FIRED,2020,2,89
18,Southeast,480,BIKE - STOLEN,2021,1,6
06,Hollywood,352,PICKPOCKET,2020,1,4
11,Northeast,110,CRIMINAL HOMICIDE,2021,1,20
01,Central,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,9
02,Rampart,651,DOCUMENT WORTHLESS ($200.01 & OVER),2020,2,1
03,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),2021,1,575
15,N Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2020,1,294
17,Devonshire,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",2020,2,1
06,Hollywood,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,2
06,Hollywood,920,KIDNAPPING - GRAND ATTEMPT,2022,2,1
02,Rampart,320,"BURGLARY, ATTEMPTED",2020,1,22
11,Northeast,662,"BUNCO, GRAND THEFT",2021,2,74
10,West Valley,350,"THEFT, PERSON",2020,1,10
21,Topanga,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,8
12,77th Street,110,CRIMINAL HOMICIDE,2021,1,63
21,Topanga,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,442
01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2020,1,798
21,Topanga,944,CONSPIRACY,2020,2,1
21,Topanga,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020,2,200
16,Foothill,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2020,2,52
18,Southeast,330,BURGLARY FROM VEHICLE,2020,1,431
09,Van Nuys,121,"RAPE, FORCIBLE",2022,1,20
01,Central,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2022,2,3
17,Devonshire,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,83
08,West LA,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,402
20,Olympic,943,CRUELTY TO ANIMALS,2020,2,1
11,Northeast,946,OTHER MISCELLANEOUS CRIME,2021,2,44
12,77th Street,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2022,2,2
16,Foothill,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,1
10,West Valley,320,"BURGLARY, ATTEMPTED",2021,1,45
12,77th Street,520,VEHICLE - ATTEMPT STOLEN,2021,1,43
13,Newton,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2021,2,1
07,Wilshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2020,1,289
06,Hollywood,666,"BUNCO, ATTEMPT",2022,2,3
02,Rampart,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,194
16,Foothill,121,"RAPE, FORCIBLE",2022,1,25
04,Hollenbeck,310,BURGLARY,2021,1,353
14,Pacific,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2022,2,236
01,Central,922,CHILD STEALING,2022,2,2
11,Northeast,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,6
20,Olympic,814,CHILD PORNOGRAPHY,2021,2,1
02,Rampart,520,VEHICLE - ATTEMPT STOLEN,2021,1,29
19,Mission,888,TRESPASSING,2022,2,90
01,Central,210,ROBBERY,2020,1,471
14,Pacific,850,INDECENT EXPOSURE,2021,2,8
16,Foothill,888,TRESPASSING,2022,2,65
11,Northeast,900,VIOLATION OF COURT ORDER,2021,2,107
20,Olympic,651,DOCUMENT WORTHLESS ($200.01 & OVER),2021,2,4
05,Harbor,446,PETTY THEFT - AUTO REPAIR,2021,2,1
19,Mission,820,ORAL COPULATION,2022,1,8
02,Rampart,350,"THEFT, PERSON",2022,1,68
20,Olympic,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,3
17,Devonshire,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2020,1,2
03,Southwest,320,"BURGLARY, ATTEMPTED",2021,1,60
20,Olympic,626,INTIMATE PARTNER - SIMPLE ASSAULT,2021,2,653
14,Pacific,860,BATTERY WITH SEXUAL CONTACT,2022,2,52
10,West Valley,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2022,2,237
19,Mission,441,THEFT PLAIN - ATTEMPT,2020,1,1
19,Mission,940,EXTORTION,2020,2,29
21,Topanga,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,221
01,Central,904,FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),2021,2,1
07,Wilshire,900,VIOLATION OF COURT ORDER,2021,2,106
06,Hollywood,350,"THEFT, PERSON",2020,1,57
04,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2020,1,208
05,Harbor,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2021,2,50
15,N Hollywood,940,EXTORTION,2022,2,23
21,Topanga,350,"THEFT, PERSON",2021,1,19
21,Topanga,624,BATTERY - SIMPLE ASSAULT,2021,2,557
07,Wilshire,439,FALSE POLICE REPORT,2020,2,4
13,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2020,2,696
08,West LA,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2022,2,1
07,Wilshire,660,COUNTERFEIT,2022,2,2
04,Hollenbeck,900,VIOLATION OF COURT ORDER,2021,2,105
05,Harbor,122,"RAPE, ATTEMPTED",2022,1,3
12,77th Street,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2020,2,2
02,Rampart,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",2021,1,3
18,Southeast,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2021,1,21
08,West LA,437,RESISTING ARREST,2020,2,5
07,Wilshire,443,SHOPLIFTING - ATTEMPT,2021,1,1
11,Northeast,860,BATTERY WITH SEXUAL CONTACT,2022,2,23
07,Wilshire,762,LEWD CONDUCT,2022,2,12
09,Van Nuys,622,BATTERY ON A FIREFIGHTER,2020,2,1
07,Wilshire,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2020,1,77
01,Central,520,VEHICLE - ATTEMPT STOLEN,2022,1,38
19,Mission,110,CRIMINAL HOMICIDE,2022,1,10
08,West LA,437,RESISTING ARREST,2021,2,5
14,Pacific,437,RESISTING ARREST,2020,2,24
21,Topanga,626,INTIMATE PARTNER - SIMPLE ASSAULT,2020,2,436
16,Foothill,110,CRIMINAL HOMICIDE,2022,1,13
19,Mission,487,BOAT - STOLEN,2021,1,1
16,Foothill,940,EXTORTION,2021,2,20
07,Wilshire,756,WEAPONS POSSESSION/BOMBING,2022,2,1
13,Newton,435,LYNCHING,2021,2,1
01,Central,651,DOCUMENT WORTHLESS ($200.01 & OVER),2021,2,1
01,Central,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2020,1,23
09,Van Nuys,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2020,1,3
20,Olympic,443,SHOPLIFTING - ATTEMPT,2021,1,2
12,77th Street,933,PROWLER,2021,2,1
04,Hollenbeck,110,CRIMINAL HOMICIDE,2022,1,32
16,Foothill,920,KIDNAPPING - GRAND ATTEMPT,2021,2,3
16,Foothill,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2022,2,62
16,Foothill,647,THROWING OBJECT AT MOVING VEHICLE,2021,2,9
18,Southeast,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",2021,2,3
17,Devonshire,865,"DRUGS, TO A MINOR",2020,2,1
13,Newton,450,THEFT FROM PERSON - ATTEMPT,2021,1,2
03,Southwest,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2021,1,133
12,77th Street,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2021,1,7
13,Newton,928,THREATENING PHONE CALLS/LETTERS,2020,2,4
20,Olympic,928,THREATENING PHONE CALLS/LETTERS,2020,2,35
10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2020,2,193
07,Wilshire,944,CONSPIRACY,2021,2,1
20,Olympic,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,10
05,Harbor,330,BURGLARY FROM VEHICLE,2021,1,394
15,N Hollywood,949,ILLEGAL DUMPING,2021,2,2
16,Foothill,220,ATTEMPTED ROBBERY,2022,1,25
02,Rampart,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,214
19,Mission,251,SHOTS FIRED AT INHABITED DWELLING,2021,1,5
16,Foothill,520,VEHICLE - ATTEMPT STOLEN,2021,1,16
17,Devonshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2021,1,428
10,West Valley,664,"BUNCO, PETTY THEFT",2021,2,32
06,Hollywood,110,CRIMINAL HOMICIDE,2022,1,12
15,N Hollywood,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2022,1,6
04,Hollenbeck,520,VEHICLE - ATTEMPT STOLEN,2020,1,51
21,Topanga,933,PROWLER,2021,2,4
15,N Hollywood,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2020,2,8
19,Mission,121,"RAPE, FORCIBLE",2021,1,39
01,Central,761,BRANDISH WEAPON,2022,1,304
19,Mission,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,131
13,Newton,648,ARSON,2022,1,52
06,Hollywood,354,THEFT OF IDENTITY,2021,2,595
12,77th Street,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2020,1,17
19,Mission,647,THROWING OBJECT AT MOVING VEHICLE,2022,2,7
12,77th Street,860,BATTERY WITH SEXUAL CONTACT,2021,2,26
03,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,525
02,Rampart,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2022,1,7
05,Harbor,320,"BURGLARY, ATTEMPTED",2020,1,40
15,N Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,2020,2,28
20,Olympic,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,2022,2,1
03,Southwest,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2020,1,219
02,Rampart,920,KIDNAPPING - GRAND ATTEMPT,2022,2,5
20,Olympic,310,BURGLARY,2021,1,600
07,Wilshire,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2022,2,99
06,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),2020,1,784
12,77th Street,330,BURGLARY FROM VEHICLE,2020,1,531
17,Devonshire,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2021,1,6
03,Southwest,220,ATTEMPTED ROBBERY,2021,1,72
08,West LA,480,BIKE - STOLEN,2020,1,306
10,West Valley,865,"DRUGS, TO A MINOR",2021,2,1
10,West Valley,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2020,2,218
15,N Hollywood,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2021,1,5
16,Foothill,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2020,2,8
21,Topanga,220,ATTEMPTED ROBBERY,2020,1,32
11,Northeast,922,CHILD STEALING,2021,2,4
01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2022,2,315
17,Devonshire,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2021,1,65
20,Olympic,439,FALSE POLICE REPORT,2020,2,1
09,Van Nuys,922,CHILD STEALING,2021,2,5
03,Southwest,110,CRIMINAL HOMICIDE,2022,1,20
09,Van Nuys,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2022,1,364
04,Hollenbeck,910,KIDNAPPING,2022,2,5
11,Northeast,441,THEFT PLAIN - ATTEMPT,2020,1,15
11,Northeast,345,DISHONEST EMPLOYEE - GRAND THEFT,2022,1,2
20,Olympic,438,RECKLESS DRIVING,2021,2,6
02,Rampart,860,BATTERY WITH SEXUAL CONTACT,2022,2,51
07,Wilshire,910,KIDNAPPING,2020,2,3
03,Southwest,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,2022,1,10
06,Hollywood,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2021,2,2
16,Foothill,251,SHOTS FIRED AT INHABITED DWELLING,2022,1,10
11,Northeast,933,PROWLER,2021,2,5
11,Northeast,661,UNAUTHORIZED COMPUTER ACCESS,2021,2,6
14,Pacific,347,GRAND THEFT / INSURANCE FRAUD,2021,2,1
01,Central,310,BURGLARY,2021,1,516
12,77th Street,437,RESISTING ARREST,2022,2,23
21,Topanga,901,VIOLATION OF RESTRAINING ORDER,2021,2,165
04,Hollenbeck,648,ARSON,2020,1,22
18,Southeast,520,VEHICLE - ATTEMPT STOLEN,2022,1,47
10,West Valley,933,PROWLER,2022,2,17
18,Southeast,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2022,1,3
18,Southeast,210,ROBBERY,2022,1,613
01,Central,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2022,2,17
21,Topanga,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2022,1,118
17,Devonshire,330,BURGLARY FROM VEHICLE,2022,1,484
21,Topanga,622,BATTERY ON A FIREFIGHTER,2022,2,6
16,Foothill,886,DISTURBING THE PEACE,2022,2,8
03,Southwest,237,CHILD NEGLECT (SEE 300 W.I.C.),2021,2,23
09,Van Nuys,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2020,1,1
10,West Valley,900,VIOLATION OF COURT ORDER,2022,2,128
09,Van Nuys,350,"THEFT, PERSON",2021,1,42
14,Pacific,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2021,2,2
19,Mission,220,ATTEMPTED ROBBERY,2020,1,30
07,Wilshire,850,INDECENT EXPOSURE,2021,2,8
06,Hollywood,888,TRESPASSING,2022,2,260
02,Rampart,928,THREATENING PHONE CALLS/LETTERS,2020,2,4
08,West LA,761,BRANDISH WEAPON,2020,1,47
09,Van Nuys,761,BRANDISH WEAPON,2021,1,88
01,Central,886,DISTURBING THE PEACE,2021,2,8
05,Harbor,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2022,2,1
11,Northeast,762,LEWD CONDUCT,2020,2,6
10,West Valley,626,INTIMATE PARTNER - SIMPLE ASSAULT,2022,2,508
03,Southwest,251,SHOTS FIRED AT INHABITED DWELLING,2020,1,41
09,Van Nuys,901,VIOLATION OF RESTRAINING ORDER,2022,2,119
01,Central,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,1
20,Olympic,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2021,2,183
03,Southwest,762,LEWD CONDUCT,2022,2,20
11,Northeast,438,RECKLESS DRIVING,2020,2,1
10,West Valley,648,ARSON,2020,1,21
15,N Hollywood,805,PIMPING,2022,2,2
12,77th Street,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,3
18,Southeast,662,"BUNCO, GRAND THEFT",2022,2,27
04,Hollenbeck,820,ORAL COPULATION,2022,1,6
05,Harbor,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2022,2,3
05,Harbor,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2021,1,6
14,Pacific,901,VIOLATION OF RESTRAINING ORDER,2022,2,102
18,Southeast,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2022,2,20
21,Topanga,814,CHILD PORNOGRAPHY,2022,2,2
12,77th Street,888,TRESPASSING,2020,2,63
10,West Valley,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2021,2,33
16,Foothill,660,COUNTERFEIT,2021,2,3
10,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2022,1,420
10,West Valley,113,"MANSLAUGHTER, NEGLIGENT",2020,1,2
08,West LA,664,"BUNCO, PETTY THEFT",2020,2,43
18,Southeast,890,FAILURE TO YIELD,2022,2,27
03,Southwest,813,CHILD ANNOYING (17YRS & UNDER),2020,2,10
